flag;owner;name;me;owner_city;number;gt;state;port;imo;type;address;country;owner_country;mmsi;email;year;phone;dwt;owner_site
Россия;;C M HEATHER;KTA50-M2; Москва;;298;;Неизвестен;9431927;Буксир; Пр Багратионовский, д. 7, корп. 2, оф. 615;; Россия, ;273387840;;2007; (499) 730-35-22, ;319;
Россия;"""Судоходная компания АРК"", ООО";SOWENA;Caterpillar; Москва;;294;Эксплуатируется;Неизвестен;9241047;Буксир; 125445, Ленинградское шоссе, д. 69, корп. 1, офис 33;; Россия, ;;;2000; +7(495)258-87-73, +7(495)258-87-74, +7(495)258-87-75, ;328;
Россия;"""Река-Море"", ООО";SOVETSKAYA RODINA;6NVD48A-2U; Ростов-на-Дону;780228;2827;;Таганрог;7636860;Ген. груз; 344002, пр. Семашко, 3, оф. 2;Португалия; Россия, ;273322500;crewing@riversea.ru;1979; +7(863)269-77-04, +7(863)269-77-05, +7(863)269-77-06, ;3846;http://www.riversea.ru
Иран;;SOMIA;WARTSILA; Ростов-на-Дону;;5676;;Неизвестен;9368015;Ген. груз; 344002, пр. Семашко, 3, оф. 2;; Россия, ;422750000;crewing@riversea.ru;2008; +7(863)269-77-04, +7(863)269-77-05, +7(863)269-77-06, ;7004;http://www.riversea.ru
Россия;"""Росморпорт"", ФГУП";SOMMERS;----; Москва;140615;1663;Эксплуатируется;Санкт-Петербург;9795701;Дноуглубительное; 127055,ул. Сущевская, д. 19, стр. 7;Россия; Россия, ;273389440;;2016; +7(495)626-14-25, +7(495)411-77-59, ;1685;
Иран;"""GOLDEN SEA SHIPPING CO"", LTD";SOREN;G-70; Валлетта;950525;3185;;Бендер Энзели;9202493;Ген. груз;" 198, Old Bakery Street, Valletta, Malta; 

Parsian Golden Sea Shipping Co.: Unit 3, No.199, Beheshti Ave., Tehran, 15119 Iran";Россия; Мальта, ;422869000;;1999;" +7 356(21) 241232; 98(21) 84055200, 88525496, +98-912-1346916 (mob.), ";3850;
Россия;"""SAVITE SHIPPING"", AG";SORMOVO 2;6NVD 48A-U; Кингстаун;801509;2491;Эксплуатируется;Санкт-Петербург;7945869;Ген. груз; 112 Bonadie Street;Болгария; Сент-Винсент и Гренадины, ;273314800;;1981;;3111;
Россия;"""GILMOUR SHIPPING"", LTD";SORMOVO 3;SKL 6NVDS 48A-2U; Белиз Сити;820355;3041;;Неизвестен;8101422;Ген. груз; Withfield Tower, Third Floor, 4792 Coney Drive, P.O. Box 1777, Belize City, Belize;Португалия; Белиз, ;273371950;;1982;;3134;
Россия;"""ARONA SHIPPING AG"", Ltd";SORMOVO 1;6NVD 48A-U;;790323;2491;Эксплуатируется;Санкт-Петербург;7942946;Ген. груз;" 112 Bonadie Street, Kingstown, St. Vincent &amp; The Grenadines";Болгария;;273315200;;1981;;3100;
Россия;"""Северо-Западное пароходство"", ОАО";SORMOVSKIY 3055;6NVDS 48A-2U; Санкт-Петербург;853096;3041;;Санкт-Петербург;8419611;Ген. груз; 190000, ул.Большая Морская, 37;Португалия; Россия, ;273310400;;1986; +7(812)380-23-55, ;3804;http://www.nwship.com
Россия;"""Северо-Западное пароходство"", ОАО";SORMOVSKIY 3056;6NVDS48A2U; Санкт-Петербург;862822;3041;;Санкт-Петербург;8419623;Ген. груз; 190000, ул.Большая Морская, 37;Португалия; Россия, ;273316200;;1986; +7(812)380-23-55, ;3804;http://www.nwship.com
Россия;"""Северо-Западное пароходство"", ОАО";SORMOVSKIY 3056;6NVDS48A2U; Санкт-Петербург;862822;3041;;Санкт-Петербург;8704559;Ген. груз; 190000, ул.Большая Морская, 37;Португалия; Россия, ;273316200;;1986; +7(812)380-23-55, ;3804;http://www.nwship.com
;;;; Санкт-Петербург;;;;;8222381;; 190000, ул.Большая Морская, 37;; Россия, ;;;; +7(812)380-23-55, ;;http://www.nwship.com
Россия;"""Западное Пароходство"", ОАО";SORMOVSKIY 3060;6NVDS 48A-2U; Калининград;875663;3048;;Калининград;8702214;Ген. груз; 236040, ул. Сергеева 14, каб. 134;Португалия; Россия, ;273323000;;1988; +7(4012) 99-36-06, 77-08-22, ;3630;
Россия;"""NWS BALT EIGHTEEN SHIPPING COMPANY"", LTD";SORMOVSKIY 3064;6NVDS48A2U; Никосия;886102;3048;;Санкт-Петербург;8702252;Ген. груз; Themistokli Dervi 3, Julia House, P.C. 1066, Nicosia, Cyprus;Португалия; Кипр, ;273454300;;1989;;3630;
Россия;"""Транс-Флот"", ООО";STALINGRAD;Wartsila 6L20; Самара;;4810;;Таганрог;9690212;Танкер; 443099, ул. Венцека, д. 1, а/я 2985;Китай; Россия, ;273340640;samaraok@mail.ru;2014; +7(846)202-16-77, ;6360;http://www.trans-flot.ru/
Россия;"""Трансоптимал Санкт-Петербург"", ООО";STAROPOLYE;6L275III2AL; Санкт-Петербург;811360;2584;Эксплуатируется;Санкт-Петербург;8230522;Ген. груз;" 197227, Комендантская площадь, д. 11 ""Миллер""-Центр, Блок A, офис 37 ";; Россия, ;273314900;;1982; +7(921)885-02-77, ;4263;
Россия;"""Балтийское бассейновое аварийно-спасательное управление"", ФГУП";STOLNIY GRAD YAROSLAVL;8M26; Санкт-Петербург;090204;367;Эксплуатируется;Астрахань;9572159;Водолазное судно; 198096 Элеваторная площадка 1;Россия; Россия, ;273359050;;2010; +7(812)784-02-20, +7(812)784-98-08, ;51;
Болгария;;ELIZE;----; Санкт-Петербург;;;Эксплуатируется;Неизвестен;8612691;Многоцелевое судно обеспечения; 198096 Элеваторная площадка 1;; Россия, ;;;1987; +7(812)784-02-20, +7(812)784-98-08, ;;
Россия;"""KADMIY II SHIPPING"", S.A.";STF ROVER;G-60; Панама;803909;3743;;Таганрог;7911492;Ген. груз; Main street, Building 59, Office 169, Panama, Panama;Финляндия; Панама, ;273389100;;1980;;3505;
Россия;;GLEB KRZHIZHANOVSKIY;6ЧРН 36/45; Панама;;5805;;Москва;8104175;Пассажирское судно; Main street, Building 59, Office 169, Panama, Panama;; Панама, ;273354080;;1990;;;
Россия;"""KADMIY III SHIPPING"", S.A.";GULF TRADER;6CHRN 36/45; Панама;793603;3743;;Таганрог;7811020;Ген. груз; 200, Via Espana, Omanco Building, 6th floor, P.O.Box 6188, Panama, Panama;Финляндия; Панама, ;273380200;;1979;;4763;
Россия;"""Судоходная компания Астронавт"", ООО";SUZDAL;Wartsila 6L20; Астрахань;020146;4378;;Астрахань;9288992;Танкер; 414040, ул. Адмиралтейская, 51;Россия; Россия, ;273444330;;2003; +7(8512)252-27-48, +7(8512)252-27-47, ;5600;
Россия;"""SAILBARON MARITIME"", LTD";SAILBARON;6NVDS48; Маджуро;886475;2571;Эксплуатируется;Таганрог;8867040;Ген. груз; Trust Company, Ajeltake Road, Ajeltake Island, Majuro, Marshall Islands;Румыния; Маршалловы острова, ;273352800;;1989;;2957;
Россия;"""SAILCOUNTESS MARITIME"", LTD";SAILCOUNTESS;6NVD48; Маджуро;866202;2454;Эксплуатируется;Таганрог;8936798;Ген. груз;" Trust Company Complex, Ajeltake Road, Ajeltake Island, Majuro, Marshall Islands MH96960; 

 Sailtrade Denizcilik ve Ticaret Ltd.Sti.: Nispetiye cad. Dilhayat Sokak No.24 34337, Etiler, Istanbul, Turkey";Румыния; Маршалловы острова, ;273337010;;1986; +7 90(212) 2879721, ;3201;
Россия;"""SAILPRIDE MARITIME"", LTD";SAILPRIDE;6NVD48-2U; Маджуро;886437;2583;Эксплуатируется;Таганрог;8857681;Ген. груз; Trust company Complex, Ajeltake Road, Ajeltake Island, Majuro, Marshall Islands, MH 96960;Румыния; Маршалловы острова, ;273356700;;1989;;2955;
Россия;;RUSICH 8;Wartsila 6 L 20; Маджуро;;4970;;Неизвестен;8876170;Ген. груз; Trust company Complex, Ajeltake Road, Ajeltake Island, Majuro, Marshall Islands, MH 96960;; Маршалловы острова, ;273351360;;2007;;5460;
Россия;;C.M.SURVEYOR;----; Маджуро;;;Эксплуатируется;Неизвестен;8416956;Водолазное судно; Trust company Complex, Ajeltake Road, Ajeltake Island, Majuro, Marshall Islands, MH 96960;Сингапур; Маршалловы острова, ;;;1985;;;
Россия;;T G SHEVCHENKO;6 ЧРН 36/45; Маджуро;;5475;;Томск;8925036;Пассажирское судно; Trust company Complex, Ajeltake Road, Ajeltake Island, Majuro, Marshall Islands, MH 96960;Россия; Маршалловы острова, ;273341690;;1991;;480;
;;;; Маджуро;;;;;9305336;; Trust company Complex, Ajeltake Road, Ajeltake Island, Majuro, Marshall Islands, MH 96960;; Маршалловы острова, ;;;;;;
Азербайджан;"""Specialized sea oil Fleet Organizatoin, Caspian Sea Oil Fleet, State Oil Company of the Republic of Azebaijan"", Ltd";VIKHR-9;----; Баку;840359;2008;;Баку;9028926;; 25 Abilov Street, AZ 1027;Польша; Азербайджан, ;423183100;;1986; +(924) 12 712147, ;382;
Иран;;TARADIS;6 VD-29/24 AL-2; Баку;;2842;Эксплуатируется;Неизвестен;9245304;Ген. груз; 25 Abilov Street, AZ 1027;; Азербайджан, ;422887000;;2002; +(924) 12 712147, ;3850;
Россия;;TARPAN;Cummins; Баку;;;Эксплуатируется;Неизвестен;9486996;Буксир; 25 Abilov Street, AZ 1027;; Азербайджан, ;;;; +(924) 12 712147, ;712;
Россия;;TARPAN;Cummins; Баку;;;Эксплуатируется;Неизвестен;9164005;Буксир; 25 Abilov Street, AZ 1027;; Азербайджан, ;;;; +(924) 12 712147, ;712;
Россия;"""Терек"", ООО";TEREK;----; Кизляр;884338;343;;Махачкала;8878570;Плавбаза; село Ново-Серебряковка;; Россия, ;;;1993;;170;
Россия;"""MAJENA SHIPPING COMPANY"", LTD";TETHYS;Yanmar MF 28 UT; Никосия;826173;825;;Таганрог;8210340;Плав.кран; 89 Kennedy, 2-nd Floor,  off. 201, Nicosia , 1077 Cyprus;Япония; Кипр, ;273355900;;1982;;610;
Иран;"""GOLDEN SEA SHIPPING CO"", LTD";TINA;----; Валлетта;960118;4978;Эксплуатируется;Бендер Энзели;9168166;Ген. груз;" 198, Old Bakery Street, Valletta, Malta; 

Parsian Golden Sea Shipping Co.: Unit 3, No.199, Beheshti Ave., Tehran, 15119 Iran";Россия; Мальта, ;422861000;;1997;" +7 356(21) 241232; 98(21) 84055200, 88525496, +98-912-1346916 (mob.), ";5885;
Россия;"""TITAN CARGO"", LTD";TITAN;6L20; Мсида;080486;4378;;Таганрог;9517070;Танкер; Level 2, Regional Business Centre, University Heights, MSD 1751;Россия; Мальта, ;273344330;;2008;;5526;
Иран;"""PARSIAN GOLDEN SEA SHIPPING"", Co";TIYAM;SKL; Тегера́н;931666;4110;;Бендер Энзели;8874495;Ген. груз; Unit 3, No.199, Beheshti Ave., Tehran, 15119 Iran;Россия; Иран, ;422797000;;1994; 98(21) 84055200, 88525496, 98(912) 1346916 (mob.), ;5025;
Казахстан;"""NMSC ""Kazmortransflot"", LLP";TK AKTAU;8L26A; Актау;040582;7224;Эксплуатируется;Актау;9344459;Танкер; 130000,14 мкр. 70 зд., Бизнес-центр;Россия; Казахстан, ;436000062;;2006; + 7(7292)53-58-90, ;12365;
Казахстан;"""Райффайзен лизинг Казахстан"", ТОО";TOBOL;Daewoo V180TIH; Алматы;020409;149;Эксплуатируется;Актау;9384631;Буксир;" 050000, улица Шевченко, 146, квартира 12;
 c/o АО НМСК Казмортрансфлот:  130000 Актау, 13 мкрю, зд.НМСК КТМФ";Вьетнам; Казахстан, ;436000065;;2006;" +7 (3272) 684-077, 709836; c/o (3292) 200890, 200-804, ";123;
Россия;;TOPAZ JOHOR;----; Алматы;;;Эксплуатируется;Астрахань;9564451;Оффшорное судно снабжения;" 050000, улица Шевченко, 146, квартира 12;
 c/o АО НМСК Казмортрансфлот:  130000 Актау, 13 мкрю, зд.НМСК КТМФ";Китай; Казахстан, ;;;2010;" +7 (3272) 684-077, 709836; c/o (3292) 200890, 200-804, ";;
Россия;;TOPAZ JURONG;CAT; Алматы;;1678;;Неизвестен;9563811;Буксир;" 050000, улица Шевченко, 146, квартира 12;
 c/o АО НМСК Казмортрансфлот:  130000 Актау, 13 мкрю, зд.НМСК КТМФ";; Казахстан, ;273384160;;2010;" +7 (3272) 684-077, 709836; c/o (3292) 200890, 200-804, ";1390;
Россия;;TOPAZ ZENITH;----; Алматы;;134;;Неизвестен;9624990;Высокоскоростное судно;" 050000, улица Шевченко, 146, квартира 12;
 c/o АО НМСК Казмортрансфлот:  130000 Актау, 13 мкрю, зд.НМСК КТМФ";; Казахстан, ;273380060;;2011;" +7 (3272) 684-077, 709836; c/o (3292) 200890, 200-804, ";26;
Россия;;TOPAZ ZEPHYR;CAT C32; Алматы;;145;;Неизвестен;9628477;Высокоскоростное судно;" 050000, улица Шевченко, 146, квартира 12;
 c/o АО НМСК Казмортрансфлот:  130000 Актау, 13 мкрю, зд.НМСК КТМФ";; Казахстан, ;273386660;;2011;" +7 (3272) 684-077, 709836; c/o (3292) 200890, 200-804, ";26;
Россия;"""TORIK SHIPPING"", LTD";TORIK;8 NVDS 48 A-3U; Каппара;920619;4978;Эксплуатируется;Таганрог;9082142;Ген. груз;" 32, Swallow Street, ;
 c/o ФГУП Махачкалинский морской торговый порт: Россия, 367025 Махачкала, Портовое шоссе 5";Россия; Мальта, ;273155400;;1993; c/o +7 (8722) 67-28-92, 62-28-92, ;6207;
Казахстан;"""SEVEN MILE SHIPPING"", LTD";C.M. TRADER;----; Лондон;866433;;Эксплуатируется;Актау;8872514;Танкер; 115 Houndsditch;; Великобритания, ;;;1986;;;
Россия;;TUR;----; Лондон;;712;;Неизвестен;9487005;Оффшорное судно снабжения; 115 Houndsditch;; Великобритания, ;273346530;;2009;;647;
Россия;"""Baltasar Shipping"", S.A";TURKESTAN;Wartsilya;;;4182;Эксплуатируется;Неизвестен;9396646;Ген. груз; Banco General Building, 21-st Floor, Panama;;;436000242;;2007;;5471;
Дания;"""Turkmen Marine Merchant Fleet Authority"", Ltd";SKAWPILOT 2;6-27,5 AL; Туркменбаши;922629;3086;Эксплуатируется;Неизвестен;8891924;Ген. груз; Turkmenistan, 74500 Turkmenbashi, 1, Bakhry-Khazar Str.;Россия; Туркмения, ;219002159;;1992; +7 (993 243) 25745, 21022, 20790, ;3332;
Россия;"""Белфрахт"", ЗАО";BRIN NAVOLOK;6T23LU-2; Архангельск;855176;1861;Списано 14-06-2017;Архангельск;8867246;Ген. груз; 163000, ул. Поморская, д. 32, 3й этаж.;Сербия; Россия, ;273346620;;1986; +7(8182)65-09-00, ;2805;
Россия;"""Балтийское бассейновое аварийно-спасательное управление"", ФГУП";UGLICH;8M26; Санкт-Петербург;100162;367;Эксплуатируется;Новороссийск;9587403;Водолазное судно; 198096 Элеваторная площадка 1;Россия; Россия, ;273359910;;2011; +7(812)784-02-20, +7(812)784-98-08, ;45;
Азербайджан;"""Specialized sea oil Fleet Organizatoin, Caspian Sea Oil Fleet, State Oil Company of the Republic of Azebaijan"", Ltd";VIKHR-9;----; Баку;840359;2008;;Баку;9340879;; 25 Abilov Street, AZ 1027;Польша; Азербайджан, ;423183100;;1986; +(924) 12 712147, ;382;
Россия;"""ULUSLAND 1 MARITIME CO"", LTD";ULUS BREEZE;MAN; Валлетта;040309;2604;Эксплуатируется;Таганрог;9327188;Ген. груз;" 13/16 Vincenti Buildings, Strait Street;
 c/o Albros Shipping and Trading Co. Ltd: Adnan Saygon Cad.Canak sok.Rifat bay, apt.4, D:51.Ulus, 80840, Istanbul, Turkey";Турция; Мальта, ;273310040;;2006; c/o +7 (90 212) 287-73-35, ;3732;
Россия;"""ULUSLAND 1 MARITIME CO"", LTD";ULUS PRIME;6L21/31 1290; Валлетта;030294;2614;;Таганрог;9297113;Балкер;" 13/16 Vincenti Buildings, Strait Street;
 c/o Albros Shipping and Trading Co. Ltd: Adnan Saygon Cad.Canak sok.Rifat bay, apt.4, D:51.Ulus, 80840, Istanbul, Turkey";Турция; Мальта, ;273438680;;2003; c/o +7 (90 212) 287-73-35, ;3756;
Россия;"""ULUSLAND 1 MARITIME CO"", LTD";ULUS SKY;MAN-6L 21/31; Валлетта;040296;2607;Эксплуатируется;Таганрог;9327176;Ген. груз;" 13/16 Vincenti Buildings, Strait Street;
 c/o Albros Shipping and Trading Co. Ltd: Adnan Saygon Cad.Canak sok.Rifat bay, apt.4, D:51.Ulus, 80840, Istanbul, Turkey";Турция; Мальта, ;273319930;;2005; c/o +7 (90 212) 287-73-35, ;3743;
Россия;"""ULUSLAND 1 MARITIME CO"", LTD";ULUS STAR;MAN; Валлетта;030307;2614;Эксплуатируется;Таганрог;9297125;Ген. груз;" 13/16 Vincenti Buildings, Strait Street;
 c/o Albros Shipping and Trading Co. Ltd: Adnan Saygon Cad.Canak sok.Rifat bay, apt.4, D:51.Ulus, 80840, Istanbul, Turkey";Турция; Мальта, ;273439680;;2005; c/o +7 (90 212) 287-73-35, ;3737;
Россия;"""ULUSMARINE CO"", LTD";ULUS STREAM;MAN 6 L28/32; Валлетта;040455;2604;Эксплуатируется;Таганрог;9361988;Ген. груз; 13/16 Vincenti Buildings, Strair Street, VLT08;Турция; Мальта, ;273313780;;2006;;3674;
Казахстан;"""NMSC ""Kazmortransflot"", LLP";MB URAL;Daewoo V180TIH; Актау;070342;162;;Актау;9482639;Буксир; 130000,14 мкр. 70 зд., Бизнес-центр;Вьетнам; Казахстан, ;436000096;;2008; + 7(7292)53-58-90, ;95;
Россия;"""Финансовая лизинговая компания"", ОАО";FAVORIT;----; Москва;040212;188;;Махачкала;9344590;Буксир; 127173, 1-ый Волконский 18;Россия; Россия, ;;;2004; +7 (495) 232-0629, 232-0630, ;92;
Россия;"""Финансовая лизинговая компания"", ОАО";FAVORIT;----; Москва;040212;188;;Махачкала;8212910;Буксир; 127173, 1-ый Волконский 18;Россия; Россия, ;;;2004; +7 (495) 232-0629, 232-0630, ;92;
Казахстан;;PHOENIX;----; Москва;;;;Неизвестен;9614555;Многоцелевое судно обеспечения; 127173, 1-ый Волконский 18;; Россия, ;436000192;;; +7 (495) 232-0629, 232-0630, ;613;
Россия;"""AQUALEX TRANSIT"", INC";FILI;MAN;;846266;1770;Эксплуатируется;Махачкала;8950902;Ген. груз; 30, De Castro Str., Wickhams Cay 1, P.O.Box 4519, Road Town, Tortola, British Virgin Islands;;;273435060;;1986;;1957;
Россия;"""FLESTINA SHIPPING CO"", LTD";FLESTINA 2;8 VDS 36/24 A-1; Тортола;855157;1568;;Астрахань;8521892;Ген. груз;" Tortola, Virgin Islands, British; 

 ООО КФ Даф: Россия, 414024 Астрахань, Приволжский затон, улица Набережная 11/10";Германия; Виргинские острова (Британские), ;273426960;;1985; +7 (8215) 220976, 227161, ;2121;
Россия;"""FLESTINA SHIPPING CO"", LTD";FLESTINA 7;8VDS36/24A-1; Тортола;785109;1589;;Астрахань;8883214;Ген. груз;" Tortola, Virgin Islands, British; 

 ООО КФ Даф: Россия, 414024 Астрахань, Приволжский затон, улица Набережная 11/10";Германия; Виргинские острова (Британские), ;273434690;;1979; +7 (8215) 220976, 227161, ;2235;
Россия;"""DELTA STREAMLINE"", LTD";PHOBUS;6NVD48A-2U; Валлетта;814246;2879;Эксплуатируется;Таганрог;8888094;Ген. груз; Блю Вэйв Шиппинг Инк.: 123557 Москва, Пресненский Вал 14;Румыния; Мальта, ;273311400;;1981; +7 (495) 2536409, ;3070;
Россия;"""DELTA STREAMLINE"", LTD";PHOBUS;6NVD48A-2U; Валлетта;814246;2879;Эксплуатируется;Таганрог;8916853;Ген. груз; Блю Вэйв Шиппинг Инк.: 123557 Москва, Пресненский Вал 14;Румыния; Мальта, ;273311400;;1981; +7 (495) 2536409, ;3070;
Россия;"""ULUSMARINE CO"", LTD";ULUS WIND;6 L28/32 A; Валлетта;040440;2604;;Таганрог;9361976;Ген. груз; 13/16 Vincenti Buildings, Strair Street, VLT08;Турция; Мальта, ;273314540;;2006;;3689;
Россия;"""ПГС-Хазар"", ООО";KHAZAR 1;Scania; Геленджик;100115;143;;Астрахань;9630200;Научно-исследовательское судно; 353461, ул. Красногвардейская 38, офис 713;Россия; Россия, ;273352120;;2011; +7 (861 41) 594-53, ;34;
Россия;"""PB NORGE"", AS";CLOE;CW6250ZLC-1; Осло;101076;5128;Эксплуатируется;Таганрог;9593921;Танкер; Dronning Mauds Gate 3, 0114, Oslo, Norway;Китай; Норвегия, ;273352720;;2010;;7448;
Россия;"""Глобал-Флот"", ООО";TSAREVSKIY;Wichmann 7 axa; Светлый;825202;943;;Калининград;8203218;; 238340, ул. Гагарина , д. 61;Франция; Россия, ;273418310;;1983; +7(4012)350-887, ;1015;
Кипр;;SEA GRACE;16LAK-ST1; Светлый;;305;Эксплуатируется;Лимассол;8844268;Пассажирское судно; 238340, ул. Гагарина , д. 61;; Россия, ;212525000;;; +7(4012)350-887, ;505;
Россия;"""ARMADA TRADING-6 CO"", LTD";CHINGIZ MUSTAFAYEV;Wartsila 6L20; Стамбул;050052;4534;Эксплуатируется;Таганрог;9354636;Танкер;" Palazzo Pietro Stages, 90 Strait Street, Valletta, Malta; c/o Palmali Shipping Services &amp; Agency Co. Ltd: Ebulula Cad. Maya Siteleri No:1 L-Blok, Akatlar, 34335 Istanbul, Turkey";Турция; Турция, ;273318520;;2005; 90(212) 3500900, 2521178, ;6526;
Россия;"""Волгодон"", ООО";CHUPA;G - 60; Москва;876519;4029;Эксплуатируется;Таганрог;8863422;Ген. груз; 344002 , Соймоновский проезд, 7, стр.1;Румыния; Россия, ;273332700;;1987; +7(495) 9771647, 9371649, ;5037;
Россия;"""Волгодон"", ООО";CHUPA;G - 60; Москва;876519;4029;Эксплуатируется;Таганрог;8869787;Ген. груз; 344002 , Соймоновский проезд, 7, стр.1;Румыния; Россия, ;273332700;;1987; +7(495) 9771647, 9371649, ;5037;
Россия;"""Волгодон"", ООО";CHUPA;G - 60; Москва;876519;4029;Эксплуатируется;Таганрог;9786126;Ген. груз; 344002 , Соймоновский проезд, 7, стр.1;Румыния; Россия, ;273332700;;1987; +7(495) 9771647, 9371649, ;5037;
Россия;"""HIGHLAND SHIPPING"", LTD";SHIZHNYA;6ЧРН 36/45; Белиз Сити;876140;2829;Эксплуатируется;Астрахань;8871572;Ген. груз; 60 Market Square P.O.Box 364, Belize City, Belize;Румыния; Белиз, ;273339100;;1988;;3997;
Россия;;SHOKSHA;----; Белиз Сити;;3952;;Неизвестен;8866668;Ген. груз; 60 Market Square P.O.Box 364, Belize City, Belize;; Белиз, ;273333700;;;;5150;
Туркмения;"""MAJENA SHIPPING COMPANY"", LTD";ECOLDELFINO;A238SS; Никосия;684745;414;;Неизвестен;7022136;Буксир; 89 Kennedy, 2-nd Floor,  off. 201, Nicosia , 1077 Cyprus;Италия; Кипр, ;434115700;;1970;;253;
Россия;"""Ривер Мед Трейдинг"", ООО";ELEGANCE;----; Ростов-на-Дону;824708;2452;Эксплуатируется;Таганрог;8858130;Ген. груз; пер. Семашко, 3;Румыния; Россия, ;273313720;;1982;;3230;
Россия;"""Государственная морская аварийная и спасательно-координационная Служба Российской Федерации"", ФГУ";EPRON;----; Москва;820675;1160;Эксплуатируется;Астрахань;8135007;Буксир; 109012, ул. Рождественка, д.1, строение 1;; Россия, ;273127000;;1983; (495) 624-18-53, ;404;
Россия;"""Газтехлизинг"", ООО";YULIY MAKARENKOV;Wartsila 6L20; Москва;111650;4541;Эксплуатируется;Санкт-Петербург;9612923;Танкер; ул. Миклухо-Маклая, д. 40;; Россия, ;273351260;;2013; +7(495)663-88-77, ;6707;
Казахстан;"""OMS Shipping"", ТОО";JUPITER;----; Актау;100105;;Эксплуатируется;Актау;9590216;Буксир;" 130000, г. Актау, 13 мкр., здание 55Б ""Бизнес центр"", 2 этаж.";; Казахстан, ;436000301;;; +7(7292)20-00-51, ;;
Казахстан;"""Атырауский филиал ""ЕНКА Иншаат ве Санаи Аноним Ширкети"", ООО";YAGUAR;DETROIT; Баутино;805040;719;;Актау;8010049;Оффшорное судно снабжения; Мунайшы стр. Баутино, 130502 Тупкараган Регион;Соединенные Штаты Америки; Казахстан, ;436000048;;1980;  +7(72938)248-08, ;1500;
Казахстан;"""Атырауский филиал ""ЕНКА Иншаат ве Санаи Аноним Ширкети"", ООО";YAGUAR;DETROIT; Баутино;805040;719;;Актау;8685935;Оффшорное судно снабжения; Мунайшы стр. Баутино, 130502 Тупкараган Регион;Соединенные Штаты Америки; Казахстан, ;436000048;;1980;  +7(72938)248-08, ;1500;
Казахстан;"""Атырауский филиал ""ЕНКА Иншаат ве Санаи Аноним Ширкети"", ООО";YAGUAR;DETROIT; Баутино;805040;719;;Актау;9637973;Оффшорное судно снабжения; Мунайшы стр. Баутино, 130502 Тупкараган Регион;Соединенные Штаты Америки; Казахстан, ;436000048;;1980;  +7(72938)248-08, ;1500;
Казахстан;;BUE ILI;Caterpillar; Баутино;;537;Эксплуатируется;Неизвестен;9358345;Буксир; Мунайшы стр. Баутино, 130502 Тупкараган Регион;; Казахстан, ;436000036;;2005;  +7(72938)248-08, ;468;
Казахстан;;BUE ILI;Caterpillar; Баутино;;537;Эксплуатируется;Неизвестен;9358979;Буксир; Мунайшы стр. Баутино, 130502 Тупкараган Регион;; Казахстан, ;436000036;;2005;  +7(72938)248-08, ;468;
Казахстан;;BUE ILI;Caterpillar; Баутино;;537;Эксплуатируется;Неизвестен;9307504;Буксир; Мунайшы стр. Баутино, 130502 Тупкараган Регион;; Казахстан, ;436000036;;2005;  +7(72938)248-08, ;468;
Казахстан;;BUE ILI;Caterpillar; Баутино;;537;Эксплуатируется;Неизвестен;9365738;Буксир; Мунайшы стр. Баутино, 130502 Тупкараган Регион;; Казахстан, ;436000036;;2005;  +7(72938)248-08, ;468;
Казахстан;;C.M. PELEUS;----; Баутино;;309;;Неизвестен;9741229;Буксир; Мунайшы стр. Баутино, 130502 Тупкараган Регион;Сингапур; Казахстан, ;436000323;;2014;  +7(72938)248-08, ;;
Казахстан;;C.M. PELEUS;----; Баутино;;309;;Неизвестен;9133886;Буксир; Мунайшы стр. Баутино, 130502 Тупкараган Регион;Сингапур; Казахстан, ;436000323;;2014;  +7(72938)248-08, ;;
Туркмения;Petro Gas;TEMRYUK;6ДР; Дубай;791877;978;;Хазар;8934192;Плав.кран;;Россия; Объединённые Арабские Эмираты, ;434113200;;1980;;348;
Казахстан;"""Атырауский филиал ""ЕНКА Иншаат ве Санаи Аноним Ширкети"", ООО";SAKARYA;MAK; Баутино;674891;732;;Актау;6726711;Плавучий отель; Мунайшы стр. Баутино, 130502 Тупкараган Регион;Украина; Казахстан, ;436000115;;1967;  +7(72938)248-08, ;130;
Россия;"""КаспТрансФорм"", ООО";BYSTRAY;----; Астрахань;822755;911;;Астрахань;8227276;Балкер; 414016, ул. Капитана Краснова, 31;Румыния; Россия, ;273170400;;1984; +7(8512) 58-57-09, ;1068;
Азербайджан;"""Azerbaijan State Caspian Shipping Company"", Ltd";SHIRVAN;----; Баку;762588;3714;;Баку;7643904;Балкер; AZ1005, улица Расулзаде 5;; Азербайджан, ;423058100;;1977; +7 (99412) 4932-058, ;4150;
Туркмения;"""Turkmen Marine Merchant Fleet Authority"", Ltd";SUMBAR;----; Туркменбаши;080043;4681;Эксплуатируется;Туркменбаши;9435387;Танкер; Turkmenistan, 74500 Turkmenbashi, 1, Bakhry-Khazar Str.;Россия; Туркмения, ;434113700;;2009; +7 (993 243) 25745, 21022, 20790, ;7008;
Азербайджан;"""Azerbaijan State Caspian Shipping Company"", Ltd";GEFER JABBARLY;----; Баку;772791;;;Баку;7645079;Ген. груз; AZ1005, улица Расулзаде 5;; Азербайджан, ;;;1977; +7 (99412) 4932-058, ;;
